user_id,state,district,category_selected,scheme_shown,applied,approved,income_band,age_group,timestamp
USR003550,Mizoram,Champhai,SC/ST/OBC Welfare,Venture Capital Fund SC,No,No,High,41-60,2025-07-10 19:09:08
USR003551,Uttar Pradesh,Kanpur,Agriculture & Allied Activities,National Horticulture Mission,Yes,Yes,Low,60+,2025-08-23 21:36:48
USR003552,Manipur,Senapati,Agriculture & Allied Activities,PM-KISAN,Yes,Yes,Middle,60+,2025-06-23 13:45:58
USR003553,Maharashtra,Nagpur,Agriculture & Allied Activities,Agriculture Infrastructure Fund,No,No,Low,18-25,2025-06-30 07:09:32
USR003554,Nagaland,Kohima,Health & Public Health,TB Elimination Programme,Yes,No,Low,60+,2025-10-12 01:34:41
USR003555,Sikkim,South Sikkim,SC/ST/OBC Welfare,Free Coaching Scheme SC OBC,Yes,No,High,60+,2026-01-14 05:44:24
USR003556,Jharkhand,Dhanbad,SC/ST/OBC Welfare,Top Class Education SC,Yes,No,Middle,41-60,2026-01-25 16:31:56
USR003557,Uttar Pradesh,Kanpur,Education & Scholarships,Vidya Lakshmi Scheme,Yes,Yes,High,41-60,2025-12-30 14:13:18
USR003558,Odisha,Cuttack,Disability Support (Divyang Schemes),Deendayal Disabled Rehabilitation Scheme,Yes,No,High,60+,2025-07-17 07:12:26
USR003559,Gujarat,Rajkot,Women Empowerment & Child Welfare,Pradhan Mantri Matru Vandana Yojana,No,No,Low,41-60,2026-01-23 16:31:33
USR003560,Uttar Pradesh,Kanpur,Women Empowerment & Child Welfare,Pradhan Mantri Matru Vandana Yojana,Yes,No,Low,18-25,2025-08-18 22:13:56
USR003561,Tripura,Khowai,SC/ST/OBC Welfare,Venture Capital Fund SC,Yes,Yes,Middle,26-40,2025-12-06 01:22:43
USR003562,Manipur,Bishnupur,Health & Public Health,Janani Suraksha Yojana,Yes,No,Middle,60+,2025-12-25 08:07:00
USR003563,Tamil Nadu,Salem,SC/ST/OBC Welfare,Top Class Education SC,No,No,High,60+,2025-08-09 02:06:53
USR003564,Tripura,Khowai,Women Empowerment & Child Welfare,Anganwadi Services ICDS,No,No,Low,60+,2025-05-12 13:39:44
USR003565,Rajasthan,Ajmer,SC/ST/OBC Welfare,National Fellowship OBC,No,No,Low,26-40,2025-08-24 14:04:06
USR003566,Uttar Pradesh,Kanpur,Education & Scholarships,Central Sector Scholarship Scheme,Yes,No,Low,26-40,2026-02-22 06:39:36
USR003567,Maharashtra,Nagpur,Women Empowerment & Child Welfare,Mahila Samman Savings Certificate,No,No,Low,18-25,2025-10-21 22:36:50
USR003568,Assam,Nagaon,Women Empowerment & Child Welfare,Beti Bachao Beti Padhao,Yes,No,High,41-60,2025-08-07 20:14:16
USR003569,Rajasthan,Jodhpur,SC/ST/OBC Welfare,Free Coaching Scheme SC OBC,No,No,Middle,41-60,2025-04-30 07:08:21
USR003570,Kerala,Ernakulathappan,Women Empowerment & Child Welfare,Ujjawala Scheme,Yes,Yes,Low,18-25,2025-09-07 17:58:16
USR003571,Uttar Pradesh,Meerut,Agriculture & Allied Activities,Pradhan Mantri Fasal Bima Yojana,No,No,Middle,41-60,2025-12-12 21:21:51
USR003572,Andhra Pradesh,Guntur,Agriculture & Allied Activities,Paramparagat Krishi Vikas Yojana,Yes,No,Middle,60+,2026-01-07 21:32:52
USR003573,Bihar,East Champaran,Agriculture & Allied Activities,Pradhan Mantri Fasal Bima Yojana,No,No,High,41-60,2025-05-24 23:27:19
USR003574,Sikkim,East Sikkim,Education & Scholarships,Vidya Lakshmi Scheme,Yes,Yes,Low,26-40,2026-02-28 12:53:14
USR003575,Gujarat,Surat,Agriculture & Allied Activities,PM Kisan Maan Dhan Yojana,No,No,Middle,41-60,2025-07-07 14:20:51
USR003576,Telangana,Nalgonda,Senior Citizen Welfare,Atal Pension Yojana,No,No,Low,41-60,2025-05-31 15:34:54
USR003577,Meghalaya,Jaintia Hills,Women Empowerment & Child Welfare,STEP Scheme,No,No,Middle,60+,2025-05-02 01:17:26
USR003578,Meghalaya,West Khasi Hills,Health & Public Health,National Digital Health Mission,Yes,Yes,Low,18-25,2025-12-26 21:02:50
USR003579,Haryana,Hisar,Senior Citizen Welfare,Atal Pension Yojana,No,No,Low,60+,2025-06-13 15:30:50
USR003580,Meghalaya,East Khasi Hills,Disability Support (Divyang Schemes),Deendayal Disabled Rehabilitation Scheme,No,No,High,60+,2025-03-29 17:31:04
USR003581,Telangana,Hyderabad,Disability Support (Divyang Schemes),Accessible India Campaign,Yes,Yes,Middle,18-25,2025-04-30 08:15:19
USR003582,Haryana,Ambala,Senior Citizen Welfare,Elderline Helpline,No,No,Low,60+,2025-04-04 23:33:47
USR003583,West Bengal,Kolkata,Disability Support (Divyang Schemes),ADIP Scheme,Yes,Yes,Middle,60+,2025-12-03 10:49:04
USR003584,Chhattisgarh,Durg,Disability Support (Divyang Schemes),Samarth Scheme,Yes,Yes,Middle,26-40,2025-08-28 07:44:37
USR003585,Andhra Pradesh,Visakhapatnam,Senior Citizen Welfare,Integrated Programme for Older Persons,Yes,No,Low,60+,2025-11-08 03:15:12
USR003586,Kerala,Thiruvananthapuram,SC/ST/OBC Welfare,Pre Matric Scholarship SC,Yes,Yes,Low,41-60,2025-04-13 12:37:53
USR003587,Odisha,Cuttack,Health & Public Health,Ayushman Bharat PM-JAY,No,No,High,26-40,2025-06-04 12:54:56
USR003588,Himachal Pradesh,Kangra,Agriculture & Allied Activities,PM Krishi Sinchai Yojana,No,No,Middle,60+,2026-01-02 06:49:48
USR003589,Uttarakhand,Pithoragarh,Education & Scholarships,Top Class Education Scheme,No,No,Low,41-60,2025-07-19 22:50:27
USR003590,Maharashtra,Aurangabad,SC/ST/OBC Welfare,Credit Enhancement Scheme SC,No,No,Low,41-60,2025-03-05 14:36:46
USR003591,Uttarakhand,Pithoragarh,Agriculture & Allied Activities,e-NAM,No,No,Middle,60+,2025-04-07 08:00:55
USR003592,Uttarakhand,Almora,SC/ST/OBC Welfare,Credit Enhancement Scheme SC,Yes,Yes,Low,18-25,2025-07-06 22:25:50
USR003593,Chhattisgarh,Rajnandgaon,Agriculture & Allied Activities,PM Kisan Maan Dhan Yojana,No,No,High,41-60,2025-07-08 17:57:10
USR003594,Mizoram,Kolasib,Senior Citizen Welfare,Atal Pension Yojana,No,No,Low,26-40,2025-03-20 17:32:25
USR003595,Himachal Pradesh,Shimla,Senior Citizen Welfare,Atal Pension Yojana,Yes,No,Low,60+,2025-10-12 07:14:38
USR003596,West Bengal,Darjeeling,Women Empowerment & Child Welfare,STEP Scheme,No,No,High,18-25,2025-07-06 07:11:04
USR003597,Rajasthan,Bikaner,Women Empowerment & Child Welfare,Beti Bachao Beti Padhao,Yes,Yes,High,26-40,2025-11-16 08:12:49
USR003598,Odisha,Sambalpur,Agriculture & Allied Activities,PM Kisan Maan Dhan Yojana,Yes,Yes,Low,41-60,2025-10-14 19:07:14
USR003599,Rajasthan,Jodhpur,SC/ST/OBC Welfare,NSFDC Loan Schemes,No,No,Low,26-40,2025-03-26 12:06:50
USR003600,Tamil Nadu,Kancheepuram,Education & Scholarships,SHREYAS Scheme,Yes,Yes,High,60+,2025-04-27 06:00:07
USR003601,Odisha,Sambalpur,SC/ST/OBC Welfare,Post Matric Scholarship OBC,Yes,Yes,High,26-40,2025-08-10 09:46:23
USR003602,Odisha,Bhubaneswar,Disability Support (Divyang Schemes),Indira Gandhi Disability Pension,No,No,Low,41-60,2025-03-06 22:36:18
USR003603,Madhya Pradesh,Ujjain,Agriculture & Allied Activities,PM-KISAN,Yes,No,Middle,41-60,2025-09-15 08:43:31
USR003604,Uttarakhand,Bageshwar,Senior Citizen Welfare,Integrated Programme for Older Persons,Yes,Yes,High,41-60,2025-08-31 20:25:03
USR003605,Bihar,East Champaran,Agriculture & Allied Activities,National Horticulture Mission,Yes,Yes,High,41-60,2025-09-29 14:41:03
USR003606,Andhra Pradesh,Kadapa,Senior Citizen Welfare,Indira Gandhi National Old Age Pension,No,No,Middle,41-60,2026-01-02 03:31:36
USR003607,Madhya Pradesh,Bhopal,Agriculture & Allied Activities,Kisan Credit Card,Yes,No,High,60+,2026-01-31 21:19:53
USR003608,Tripura,Khowai,Women Empowerment & Child Welfare,POSHAN Abhiyaan,Yes,No,Low,18-25,2025-06-24 08:58:44
USR003609,Uttar Pradesh,Lucknow,Agriculture & Allied Activities,Agriculture Infrastructure Fund,No,No,Middle,26-40,2025-08-09 22:24:17
USR003610,Meghalaya,Cima,Senior Citizen Welfare,Annapurna Scheme,Yes,Yes,Middle,18-25,2025-12-24 03:26:29
USR003611,Nagaland,Peren,SC/ST/OBC Welfare,Post Matric Scholarship OBC,Yes,No,High,41-60,2026-02-06 11:43:06
USR003612,Meghalaya,East Garo Hills,Health & Public Health,National Health Mission,No,No,High,41-60,2026-02-23 16:26:49
USR003613,Sikkim,South Sikkim,SC/ST/OBC Welfare,National Fellowship SC,Yes,Yes,Low,41-60,2025-11-25 17:38:10
USR003614,Mizoram,Champhai,SC/ST/OBC Welfare,Top Class Education SC,No,No,Low,41-60,2025-04-28 06:13:32
USR003615,Madhya Pradesh,Gwalior,Health & Public Health,Rashtriya Swasthya Bima Yojana,Yes,Yes,Low,41-60,2025-08-01 00:51:27
USR003616,Madhya Pradesh,Bhopal,Women Empowerment & Child Welfare,STEP Scheme,Yes,Yes,Low,26-40,2025-09-03 20:44:54
USR003617,Maharashtra,Nagpur,Education & Scholarships,Vidya Lakshmi Scheme,Yes,Yes,Middle,26-40,2025-05-30 23:37:49
USR003618,Assam,Barpeta,Women Empowerment & Child Welfare,Beti Bachao Beti Padhao,Yes,No,Low,18-25,2026-01-08 09:21:01
USR003619,Haryana,Faridabad,SC/ST/OBC Welfare,Credit Enhancement Scheme SC,No,No,Low,26-40,2025-07-04 03:36:18
USR003620,Mizoram,Champhai,Disability Support (Divyang Schemes),ADIP Scheme,Yes,Yes,Low,26-40,2025-08-30 15:31:33
USR003621,Uttar Pradesh,Varanasi,SC/ST/OBC Welfare,Free Coaching Scheme SC OBC,No,No,Low,60+,2025-06-01 16:10:58
USR003622,Meghalaya,East Khasi Hills,Agriculture & Allied Activities,PM Kisan Maan Dhan Yojana,Yes,Yes,Low,18-25,2025-08-02 14:31:44
USR003623,Odisha,Bhubaneswar,Education & Scholarships,Central Sector Scholarship Scheme,Yes,No,Middle,60+,2025-12-27 21:13:59
USR003624,Haryana,Gurgaon,Senior Citizen Welfare,National Social Assistance Programme,Yes,Yes,Low,26-40,2025-04-11 18:13:28
USR003625,Madhya Pradesh,Indore,SC/ST/OBC Welfare,Free Coaching Scheme SC OBC,Yes,No,Low,41-60,2025-03-08 16:23:09
USR003626,Bihar,West Champaran,Health & Public Health,Mission Indradhanush,No,No,High,41-60,2025-11-27 07:35:52
USR003627,Odisha,Sambalpur,Agriculture & Allied Activities,PM Kisan Maan Dhan Yojana,Yes,Yes,High,60+,2025-10-16 12:46:06
USR003628,Kerala,Thiruvananthapuram,Education & Scholarships,Vidya Lakshmi Scheme,No,No,Middle,41-60,2025-08-21 07:54:10
USR003629,Jharkhand,Ranchi,SC/ST/OBC Welfare,National Fellowship OBC,Yes,Yes,Low,26-40,2025-12-18 11:27:34
USR003630,Bihar,West Champaran,Health & Public Health,Janani Suraksha Yojana,No,No,Low,60+,2025-09-13 05:10:06
USR003631,Madhya Pradesh,Indore,Women Empowerment & Child Welfare,Pradhan Mantri Matru Vandana Yojana,Yes,Yes,Middle,41-60,2025-12-13 00:55:59
USR003632,Tamil Nadu,Madurai,Senior Citizen Welfare,National Social Assistance Programme,Yes,Yes,Middle,41-60,2026-01-05 04:27:22
USR003633,Assam,Barpeta,Women Empowerment & Child Welfare,Beti Bachao Beti Padhao,No,No,High,18-25,2025-10-14 11:57:58
USR003634,Tamil Nadu,Salem,Women Empowerment & Child Welfare,Pradhan Mantri Matru Vandana Yojana,No,No,Low,18-25,2025-08-22 15:45:26
USR003635,Mizoram,Saiha,Senior Citizen Welfare,Atal Pension Yojana,Yes,Yes,High,60+,2025-03-17 23:57:59
USR003636,Punjab,Ferozepur,Education & Scholarships,PM Research Fellowship,No,No,High,26-40,2025-03-12 06:17:12
USR003637,Rajasthan,Udaipur,Disability Support (Divyang Schemes),Gharaunda Scheme,No,No,High,60+,2026-01-25 13:38:40
USR003638,Haryana,Ambala,Women Empowerment & Child Welfare,POSHAN Abhiyaan,Yes,Yes,Low,60+,2026-01-04 06:43:57
USR003639,Uttar Pradesh,Agra,Education & Scholarships,National Overseas Scholarship,No,No,High,41-60,2025-06-28 07:16:17
USR003640,Andhra Pradesh,Chittoor,Agriculture & Allied Activities,National Horticulture Mission,No,No,Low,41-60,2025-07-23 13:41:41
USR003641,Mizoram,Mamit,Education & Scholarships,Top Class Education Scheme,Yes,No,Middle,60+,2025-08-09 13:58:39
USR003642,Madhya Pradesh,Indore,Women Empowerment & Child Welfare,Mahila Shakti Kendra,Yes,Yes,Low,60+,2025-04-05 16:43:25
USR003643,Odisha,Bargarh,Education & Scholarships,Pre Matric Scholarship OBC,Yes,Yes,Middle,60+,2026-01-03 04:59:40
USR003644,Meghalaya,East Khasi Hills,Education & Scholarships,Mid Day Meal Scheme,No,No,High,41-60,2025-06-09 20:49:12
USR003645,Kerala,Ernakulathappan,Health & Public Health,Mission Indradhanush,Yes,Yes,High,18-25,2025-11-21 15:42:17
USR003646,Sikkim,North Sikkim,Education & Scholarships,Pre Matric Scholarship OBC,Yes,No,Low,41-60,2025-05-18 10:56:04
USR003647,West Bengal,Jalpaiguri,SC/ST/OBC Welfare,Venture Capital Fund SC,Yes,No,Middle,26-40,2025-10-10 20:34:11
USR003648,Nagaland,Peren,Health & Public Health,Pradhan Mantri Jan Aushadhi Yojana,Yes,Yes,Middle,18-25,2025-03-04 10:32:37
USR003649,Rajasthan,Barmer,Health & Public Health,Rashtriya Swasthya Bima Yojana,Yes,Yes,Low,41-60,2025-09-24 10:22:19
USR003650,West Bengal,Murshidabad,Health & Public Health,National Health Mission,Yes,No,Low,60+,2025-08-31 01:21:21
USR003651,Uttar Pradesh,Banaras,Senior Citizen Welfare,Varishtha Pension Bima Yojana,Yes,No,High,26-40,2025-08-04 09:30:07
USR003652,Andhra Pradesh,Visakhapatnam,Disability Support (Divyang Schemes),National Trust Niramaya,Yes,No,High,60+,2026-01-01 04:09:40
USR003653,Odisha,Bargarh,Senior Citizen Welfare,PM Vaya Vandana Yojana,Yes,No,Low,26-40,2025-05-25 13:37:26
USR003654,Maharashtra,Nashik,Senior Citizen Welfare,Elderline Helpline,Yes,Yes,High,60+,2025-08-07 00:41:40
USR003655,Karnataka,Mysore,Agriculture & Allied Activities,e-NAM,No,No,Middle,18-25,2025-05-20 23:36:19
USR003656,Telangana,Nalgonda,Women Empowerment & Child Welfare,Mahila Samman Savings Certificate,Yes,Yes,High,41-60,2025-03-24 08:17:01
USR003657,Meghalaya,Jaintia Hills,Health & Public Health,National Digital Health Mission,Yes,No,Low,41-60,2026-01-13 09:16:03
USR003658,Kerala,Kozhikode,Women Empowerment & Child Welfare,Beti Bachao Beti Padhao,Yes,No,Middle,60+,2025-07-07 15:33:26
USR003659,Karnataka,Mysore,SC/ST/OBC Welfare,Top Class Education SC,Yes,Yes,High,26-40,2025-05-11 03:14:21
USR003660,Haryana,Karnal,Agriculture & Allied Activities,Paramparagat Krishi Vikas Yojana,No,No,High,18-25,2026-02-11 21:25:02
USR003661,Kerala,Thiruvananthapuram,Senior Citizen Welfare,Annapurna Scheme,Yes,No,Middle,60+,2025-11-25 06:41:12
USR003662,Sikkim,West Sikkim,Disability Support (Divyang Schemes),Indira Gandhi Disability Pension,Yes,Yes,High,41-60,2025-05-24 06:59:34
USR003663,Manipur,Ukhrul,Health & Public Health,National Digital Health Mission,Yes,Yes,Low,60+,2025-04-15 11:44:40
USR003664,Bihar,West Champaran,SC/ST/OBC Welfare,NSFDC Loan Schemes,No,No,High,41-60,2025-05-13 18:55:09
USR003665,Odisha,Bargarh,Disability Support (Divyang Schemes),Vidyasagar Scheme,No,No,Low,41-60,2025-11-11 13:33:59
USR003666,Maharashtra,Kolhapur,Disability Support (Divyang Schemes),ADIP Scheme,No,No,Low,18-25,2025-09-19 13:07:12
USR003667,Himachal Pradesh,Shimla,Disability Support (Divyang Schemes),Vidyasagar Scheme,Yes,Yes,High,18-25,2025-05-15 06:11:19
USR003668,Himachal Pradesh,Kangra,Senior Citizen Welfare,Varishtha Pension Bima Yojana,No,No,Middle,41-60,2025-03-23 22:17:52
USR003669,Kerala,Kannur,SC/ST/OBC Welfare,Pre Matric Scholarship SC,No,No,Middle,18-25,2025-05-26 23:49:42
USR003670,Kerala,Thrissur,Agriculture & Allied Activities,PM-KISAN,Yes,Yes,Middle,26-40,2026-01-14 23:43:26
USR003671,Tamil Nadu,Salem,Disability Support (Divyang Schemes),Sahyogi Scheme,Yes,Yes,High,18-25,2025-10-24 06:45:58
USR003672,Madhya Pradesh,Gwalior,Senior Citizen Welfare,Senior Citizen Savings Scheme,Yes,Yes,Low,41-60,2025-11-02 01:17:27
USR003673,Uttar Pradesh,Kanpur,Women Empowerment & Child Welfare,Pradhan Mantri Matru Vandana Yojana,Yes,Yes,Middle,41-60,2025-04-24 14:55:15
USR003674,Rajasthan,Bikaner,Women Empowerment & Child Welfare,Pradhan Mantri Matru Vandana Yojana,No,No,Middle,60+,2025-08-17 15:06:46
USR003675,Jharkhand,Giridih,Women Empowerment & Child Welfare,STEP Scheme,No,No,Low,26-40,2025-05-02 18:27:35
USR003676,Odisha,Cuttack,SC/ST/OBC Welfare,Venture Capital Fund SC,No,No,Low,41-60,2025-11-01 17:16:21
USR003677,Madhya Pradesh,Indore,Agriculture & Allied Activities,National Horticulture Mission,No,No,Middle,18-25,2025-07-10 00:57:30
USR003678,Kerala,Thiruvananthapuram,Education & Scholarships,Central Sector Scholarship Scheme,Yes,Yes,Middle,41-60,2025-05-22 12:05:02
USR003679,Uttarakhand,Pithoragarh,Disability Support (Divyang Schemes),ADIP Scheme,Yes,Yes,Low,41-60,2025-12-27 15:10:20
USR003680,Jharkhand,Dhanbad,Women Empowerment & Child Welfare,Working Women Hostel Scheme,Yes,Yes,Middle,60+,2025-07-08 17:11:08
USR003681,West Bengal,Darjeeling,Disability Support (Divyang Schemes),Indira Gandhi Disability Pension,No,No,Middle,41-60,2025-04-28 23:20:50
USR003682,Kerala,Thiruvananthapuram,Agriculture & Allied Activities,Paramparagat Krishi Vikas Yojana,No,No,Low,18-25,2025-12-12 23:03:27
USR003683,Maharashtra,Kolhapur,Senior Citizen Welfare,Integrated Programme for Older Persons,No,No,High,26-40,2025-08-14 12:35:49
USR003684,Jharkhand,Dumka,SC/ST/OBC Welfare,Top Class Education SC,No,No,High,60+,2025-07-08 06:37:33
USR003685,Uttarakhand,Bageshwar,Disability Support (Divyang Schemes),Samarth Scheme,No,No,Low,41-60,2025-06-04 15:22:28
USR003686,Gujarat,Surat,Disability Support (Divyang Schemes),ADIP Scheme,No,No,Middle,41-60,2026-01-08 09:13:43
USR003687,Assam,Cachar,Disability Support (Divyang Schemes),Gharaunda Scheme,No,No,Middle,60+,2025-10-26 03:36:37
USR003688,West Bengal,Darjeeling,SC/ST/OBC Welfare,Top Class Education SC,No,No,Middle,60+,2025-11-17 08:12:11
USR003689,Tripura,South Tripura,Women Empowerment & Child Welfare,Mahila Samman Savings Certificate,Yes,No,Low,18-25,2025-07-16 03:09:26
USR003690,Punjab,Patiala,Health & Public Health,Janani Suraksha Yojana,No,No,High,41-60,2026-01-19 19:13:04
USR003691,Haryana,Ambala,SC/ST/OBC Welfare,Post Matric Scholarship OBC,No,No,Low,26-40,2025-03-22 18:16:45
USR003692,Rajasthan,Jaipur,Education & Scholarships,Top Class Education Scheme,No,No,Middle,41-60,2025-04-17 13:17:40
USR003693,Sikkim,East Sikkim,SC/ST/OBC Welfare,National Fellowship OBC,Yes,Yes,Low,41-60,2025-11-16 01:27:03
USR003694,Uttarakhand,Dehradun,Disability Support (Divyang Schemes),National Trust Niramaya,No,No,Low,18-25,2025-10-16 21:10:21
USR003695,Maharashtra,Kolhapur,Disability Support (Divyang Schemes),Unique Disability ID UDID,No,No,High,41-60,2025-08-05 00:45:38
USR003696,Rajasthan,Jodhpur,Health & Public Health,TB Elimination Programme,Yes,Yes,Middle,18-25,2025-10-11 08:47:23
USR003697,Nagaland,Peren,Health & Public Health,Janani Suraksha Yojana,No,No,Middle,26-40,2025-12-25 09:42:21
USR003698,Chhattisgarh,Bilaspur,Agriculture & Allied Activities,PM-KISAN,No,No,Middle,41-60,2025-04-29 12:28:58
USR003699,Assam,Nagaon,Senior Citizen Welfare,National Social Assistance Programme,Yes,Yes,Middle,60+,2025-08-12 06:50:28
USR003700,Punjab,Sangrur,Disability Support (Divyang Schemes),Unique Disability ID UDID,No,No,Low,18-25,2025-10-21 22:41:03
USR003701,Sikkim,West Sikkim,Women Empowerment & Child Welfare,Working Women Hostel Scheme,Yes,Yes,Low,41-60,2025-05-23 12:13:21
USR003702,Haryana,Karnal,Agriculture & Allied Activities,PM Krishi Sinchai Yojana,Yes,No,High,26-40,2025-03-20 18:08:23
USR003703,Jharkhand,Dumka,Education & Scholarships,National Overseas Scholarship,Yes,No,High,26-40,2025-09-10 03:25:52
USR003704,Tripura,West Tripura,Disability Support (Divyang Schemes),Deendayal Disabled Rehabilitation Scheme,Yes,No,High,18-25,2025-05-24 03:06:08
USR003705,Rajasthan,Jaipur,Disability Support (Divyang Schemes),Sahyogi Scheme,No,No,Low,41-60,2025-12-28 18:42:55
USR003706,Madhya Pradesh,Bhopal,Education & Scholarships,PM Research Fellowship,No,No,Middle,60+,2025-12-18 16:58:05
USR003707,Tamil Nadu,Coimbatore,Women Empowerment & Child Welfare,STEP Scheme,Yes,Yes,Low,26-40,2025-12-26 21:10:18
USR003708,Uttarakhand,Nainital,Women Empowerment & Child Welfare,Mahila Shakti Kendra,Yes,No,Middle,41-60,2026-01-16 03:51:20
USR003709,Jharkhand,Dumka,Women Empowerment & Child Welfare,Working Women Hostel Scheme,Yes,Yes,Middle,41-60,2026-01-27 17:09:42
USR003710,West Bengal,Darjeeling,Health & Public Health,Rashtriya Swasthya Bima Yojana,Yes,No,High,18-25,2025-08-22 18:09:02
USR003711,Jharkhand,Giridih,Health & Public Health,TB Elimination Programme,Yes,No,Low,60+,2025-06-26 14:09:27
USR003712,Gujarat,Surat,Disability Support (Divyang Schemes),Accessible India Campaign,Yes,Yes,Low,18-25,2025-03-31 00:08:50
USR003713,Meghalaya,West Garo Hills,Senior Citizen Welfare,Senior Citizen Savings Scheme,No,No,High,26-40,2025-07-27 18:47:53
USR003714,Rajasthan,Barmer,Women Empowerment & Child Welfare,Mahila Samman Savings Certificate,No,No,High,18-25,2026-02-11 04:43:47
USR003715,Punjab,Ludhiana,Health & Public Health,Rashtriya Swasthya Bima Yojana,Yes,No,Middle,41-60,2025-11-13 22:58:08
USR003716,Maharashtra,Aurangabad,Women Empowerment & Child Welfare,Mahila Shakti Kendra,Yes,Yes,Low,18-25,2025-04-02 08:20:24
USR003717,Tripura,South Tripura,SC/ST/OBC Welfare,Pre Matric Scholarship SC,Yes,Yes,High,18-25,2025-08-29 10:13:08
USR003718,Maharashtra,Pune,Health & Public Health,Pradhan Mantri Surakshit Matritva Abhiyan,No,No,Middle,41-60,2025-05-06 05:50:31
USR003719,Jharkhand,Ranchi,Women Empowerment & Child Welfare,Beti Bachao Beti Padhao,No,No,Low,60+,2026-01-15 16:24:34
USR003720,Uttar Pradesh,Meerut,Disability Support (Divyang Schemes),Indira Gandhi Disability Pension,Yes,No,Low,60+,2026-02-17 19:40:56
USR003721,Mizoram,Champhai,Disability Support (Divyang Schemes),Indira Gandhi Disability Pension,Yes,No,Low,18-25,2025-08-27 07:05:53
USR003722,Sikkim,South Sikkim,Senior Citizen Welfare,Atal Pension Yojana,Yes,Yes,Middle,60+,2025-06-01 00:39:58
USR003723,Sikkim,North Sikkim,Education & Scholarships,Post Matric Scholarship SC,No,No,High,26-40,2025-06-07 12:22:16
USR003724,Meghalaya,West Khasi Hills,Women Empowerment & Child Welfare,Pradhan Mantri Matru Vandana Yojana,Yes,Yes,Middle,41-60,2025-04-06 20:15:34
USR003725,Telangana,Medchal,Agriculture & Allied Activities,e-NAM,No,No,High,26-40,2025-07-18 06:08:15
USR003726,Tamil Nadu,Salem,SC/ST/OBC Welfare,Free Coaching Scheme SC OBC,Yes,Yes,High,18-25,2025-12-28 21:41:32
USR003727,Andhra Pradesh,Visakhapatnam,Education & Scholarships,Mid Day Meal Scheme,No,No,High,41-60,2025-09-09 13:34:00
USR003728,Telangana,Rangareddy,Disability Support (Divyang Schemes),Gharaunda Scheme,No,No,Low,18-25,2025-10-10 12:04:43
USR003729,West Bengal,Birbhum,Education & Scholarships,Pre Matric Scholarship OBC,No,No,High,41-60,2026-01-25 11:20:31
USR003730,Bihar,East Champaran,Senior Citizen Welfare,Indira Gandhi National Old Age Pension,No,No,High,26-40,2025-10-06 16:32:25
USR003731,Meghalaya,East Garo Hills,Agriculture & Allied Activities,National Horticulture Mission,No,No,High,18-25,2025-03-01 00:54:19
USR003732,Sikkim,East Sikkim,Disability Support (Divyang Schemes),Indira Gandhi Disability Pension,No,No,High,26-40,2026-02-01 16:30:55
USR003733,Uttar Pradesh,Meerut,Health & Public Health,Pradhan Mantri Surakshit Matritva Abhiyan,No,No,Middle,18-25,2025-06-21 09:49:35
USR003734,Rajasthan,Barmer,Women Empowerment & Child Welfare,Mahila Shakti Kendra,Yes,No,Middle,60+,2025-11-07 02:41:44
USR003735,Punjab,Jalandhar,SC/ST/OBC Welfare,National Fellowship SC,Yes,Yes,Low,26-40,2025-12-16 00:57:21
USR003736,Uttar Pradesh,Varanasi,Education & Scholarships,Post Matric Scholarship SC,No,No,Low,26-40,2025-07-30 19:23:27
USR003737,Kerala,Kannur,Women Empowerment & Child Welfare,POSHAN Abhiyaan,No,No,High,41-60,2025-03-06 03:55:04
USR003738,Manipur,Ukhrul,Disability Support (Divyang Schemes),Deendayal Disabled Rehabilitation Scheme,No,No,Low,41-60,2026-02-18 02:36:58
USR003739,Maharashtra,Pune,SC/ST/OBC Welfare,National Fellowship SC,Yes,No,Middle,41-60,2025-09-23 16:57:39
USR003740,Chhattisgarh,Durg,Health & Public Health,Janani Suraksha Yojana,Yes,Yes,High,41-60,2025-05-20 21:54:44
USR003741,Rajasthan,Ajmer,Senior Citizen Welfare,PM Vaya Vandana Yojana,Yes,Yes,Middle,41-60,2025-07-13 08:51:32
USR003742,Odisha,Cuttack,Education & Scholarships,Vidya Lakshmi Scheme,Yes,No,Low,18-25,2025-04-19 12:43:56
USR003743,Mizoram,Mamit,Disability Support (Divyang Schemes),Gharaunda Scheme,No,No,High,60+,2026-01-19 21:59:09
USR003744,Bihar,West Champaran,Disability Support (Divyang Schemes),National Trust Niramaya,Yes,No,Low,60+,2025-03-27 04:51:28
USR003745,Bihar,Araria,Women Empowerment & Child Welfare,POSHAN Abhiyaan,Yes,Yes,Low,60+,2025-11-13 12:04:33
USR003746,Himachal Pradesh,Mandi,Education & Scholarships,National Overseas Scholarship,No,No,Low,60+,2025-10-20 03:19:01
USR003747,Andhra Pradesh,Guntur,SC/ST/OBC Welfare,Pre Matric Scholarship SC,Yes,Yes,High,26-40,2025-11-28 04:17:57
USR003748,Rajasthan,Ajmer,Education & Scholarships,SHREYAS Scheme,Yes,Yes,Middle,26-40,2026-01-22 02:23:31
USR003749,Sikkim,South Sikkim,Education & Scholarships,PM Research Fellowship,Yes,Yes,Middle,26-40,2025-04-06 16:36:31
USR003750,Tamil Nadu,Kancheepuram,Agriculture & Allied Activities,PM Kisan Maan Dhan Yojana,Yes,Yes,Low,60+,2025-08-27 15:32:25
